dataset_filter,feature_set,model_type,hyperparameters,feature_count,train_accuracy,validation_accuracy,validation_roc_auc,validation_log_loss,validation_brier_score,test_accuracy,test_roc_auc,test_log_loss,test_brier_score
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6965,0.6652,0.7309,0.6042,0.2087,0.6802,0.7406,0.5979,0.2057
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6965,0.6649,0.731,0.6042,0.2087,0.6798,0.7406,0.5979,0.2057
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6966,0.6644,0.7311,0.6042,0.2087,0.6802,0.7407,0.5979,0.2057
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6838,0.676,0.7321,0.6042,0.2085,0.6795,0.7402,0.596,0.2053
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6837,0.6751,0.732,0.6042,0.2085,0.6793,0.7399,0.5966,0.2054
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.6966,0.6646,0.731,0.6042,0.2087,0.6804,0.7407,0.5979,0.2057
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6874,0.6735,0.7364,0.6043,0.2085,0.6823,0.7471,0.5924,0.2037
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6966,0.6652,0.7318,0.6043,0.2086,0.6785,0.74,0.5984,0.2059
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6832,0.676,0.732,0.6043,0.2086,0.6789,0.7399,0.5967,0.2055
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6837,0.6757,0.732,0.6043,0.2085,0.6787,0.74,0.5966,0.2054
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6838,0.6754,0.7321,0.6044,0.2086,0.6779,0.74,0.5965,0.2054
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6877,0.6723,0.7365,0.6044,0.2085,0.6848,0.7471,0.5922,0.2036
regular_season_only,era_adjusted_diff_only,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",17,0.7327,0.6658,0.7331,0.6045,0.2082,0.6788,0.7441,0.5967,0.2045
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6962,0.6652,0.7303,0.6045,0.2088,0.6798,0.74,0.5983,0.2058
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6834,0.6801,0.7319,0.6045,0.2087,0.6808,0.7408,0.5956,0.2051
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6962,0.6646,0.7303,0.6046,0.2088,0.6791,0.7401,0.5983,0.2058
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.6966,0.668,0.7309,0.6047,0.2087,0.6791,0.7393,0.5998,0.2063
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6948,0.6657,0.7306,0.6048,0.2089,0.6789,0.7344,0.6029,0.2076
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6847,0.6748,0.731,0.6049,0.2089,0.6764,0.7406,0.596,0.2053
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6846,0.6748,0.7309,0.6049,0.2089,0.6766,0.7406,0.596,0.2053
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6853,0.674,0.731,0.6049,0.2089,0.6795,0.7407,0.596,0.2053
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6852,0.6737,0.731,0.6049,0.2089,0.6789,0.7407,0.596,0.2053
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6847,0.6748,0.731,0.6049,0.2089,0.6764,0.7406,0.596,0.2053
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6848,0.6754,0.731,0.6049,0.2089,0.6752,0.7406,0.596,0.2053
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6853,0.6735,0.731,0.6049,0.2089,0.6777,0.7407,0.596,0.2053
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6847,0.6751,0.731,0.6049,0.2089,0.6762,0.7406,0.596,0.2053
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6837,0.6751,0.7317,0.6049,0.2088,0.6777,0.74,0.5964,0.2054
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6851,0.6735,0.731,0.6049,0.2089,0.6772,0.7407,0.596,0.2053
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6853,0.6735,0.731,0.6049,0.2089,0.6789,0.7407,0.596,0.2053
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6853,0.6735,0.731,0.6049,0.2089,0.6789,0.7407,0.596,0.2053
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6853,0.6735,0.7311,0.605,0.2089,0.6791,0.7407,0.5961,0.2053
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6853,0.676,0.7309,0.605,0.2089,0.6779,0.7406,0.5961,0.2053
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.685,0.6732,0.7317,0.605,0.2088,0.6813,0.7443,0.5939,0.2042
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6845,0.6746,0.7309,0.605,0.2089,0.6772,0.7406,0.5961,0.2053
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6843,0.6732,0.7342,0.605,0.2086,0.6827,0.7423,0.5966,0.2053
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6845,0.675,0.7341,0.6051,0.2087,0.6829,0.7426,0.5964,0.2052
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6846,0.6747,0.7341,0.6051,0.2087,0.6831,0.7426,0.5964,0.2052
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6845,0.675,0.734,0.6051,0.2087,0.6829,0.7425,0.5965,0.2052
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6845,0.675,0.7341,0.6051,0.2087,0.6829,0.7426,0.5964,0.2052
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6843,0.6735,0.7339,0.6051,0.2087,0.684,0.7425,0.5964,0.2052
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6845,0.675,0.7341,0.6051,0.2087,0.6829,0.7426,0.5964,0.2052
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6854,0.6723,0.7315,0.6052,0.2089,0.6809,0.7441,0.5941,0.2043
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6929,0.6721,0.7289,0.6052,0.2089,0.6773,0.7323,0.6033,0.2079
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6967,0.6685,0.7306,0.6052,0.2089,0.6795,0.7393,0.6,0.2063
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.684,0.6723,0.7342,0.6052,0.2088,0.6809,0.7407,0.5984,0.206
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6842,0.6747,0.734,0.6052,0.2087,0.6827,0.7425,0.5965,0.2052
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6958,0.666,0.7301,0.6052,0.209,0.6798,0.7388,0.6001,0.2064
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.6969,0.6682,0.7306,0.6052,0.2089,0.6793,0.7393,0.6,0.2063
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6838,0.6751,0.7317,0.6052,0.209,0.6804,0.7409,0.5963,0.2054
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.6971,0.6682,0.7306,0.6053,0.209,0.6795,0.7393,0.6001,0.2063
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.697,0.668,0.7305,0.6053,0.209,0.6804,0.7393,0.6001,0.2063
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6971,0.668,0.7305,0.6053,0.209,0.6798,0.7393,0.6001,0.2063
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6971,0.668,0.7305,0.6053,0.209,0.6806,0.7393,0.6001,0.2063
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.73,0.684,0.7633,0.6053,0.2071,0.6925,0.7629,0.579,0.1973
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6833,0.6748,0.7303,0.6054,0.2091,0.6787,0.7401,0.5966,0.2055
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6867,0.669,0.7358,0.6054,0.209,0.6846,0.7474,0.5933,0.2041
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6868,0.6693,0.7358,0.6054,0.209,0.685,0.7474,0.5933,0.2041
all_games,percentile_core,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",51,0.7333,0.6646,0.73,0.6054,0.2091,0.6772,0.7339,0.6036,0.2078
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6835,0.6751,0.7303,0.6054,0.2091,0.6773,0.74,0.5966,0.2055
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6848,0.6776,0.7327,0.6054,0.2089,0.6768,0.7405,0.5962,0.2054
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6862,0.6684,0.7358,0.6055,0.2091,0.6829,0.7476,0.5936,0.2042
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6944,0.6633,0.7298,0.6055,0.2092,0.6791,0.7385,0.5996,0.2063
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6849,0.6776,0.7328,0.6055,0.209,0.6762,0.7405,0.5963,0.2054
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6849,0.6782,0.7328,0.6055,0.209,0.6768,0.7405,0.5963,0.2054
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6833,0.6732,0.7311,0.6056,0.2092,0.6789,0.7408,0.5965,0.2055
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6851,0.6782,0.7329,0.6056,0.209,0.676,0.7406,0.5963,0.2054
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6834,0.6726,0.731,0.6056,0.2092,0.6785,0.7408,0.5965,0.2055
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6844,0.6723,0.7327,0.6056,0.209,0.6801,0.7418,0.5968,0.2054
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6853,0.676,0.7329,0.6058,0.2091,0.6752,0.7406,0.5967,0.2055
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6852,0.6743,0.733,0.6058,0.2091,0.6752,0.7406,0.5966,0.2055
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6846,0.6743,0.7321,0.6059,0.2092,0.6783,0.74,0.5966,0.2056
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6846,0.6746,0.7321,0.6059,0.2092,0.6785,0.74,0.5966,0.2056
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6846,0.6746,0.7321,0.6059,0.2092,0.6785,0.74,0.5966,0.2056
all_games,minimal_strong_diff,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",9,0.7221,0.6613,0.7293,0.6059,0.2093,0.6772,0.7378,0.6012,0.2067
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6953,0.6663,0.7307,0.606,0.2093,0.6802,0.7361,0.6026,0.2074
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6852,0.6717,0.7312,0.606,0.2093,0.6766,0.7432,0.5953,0.2047
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6844,0.6743,0.7322,0.606,0.2093,0.6791,0.7401,0.5966,0.2056
all_games,regular_core_diff_only,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",15,0.7167,0.6652,0.7297,0.606,0.2094,0.6754,0.7377,0.6018,0.207
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6952,0.6646,0.7306,0.6061,0.2093,0.6812,0.7363,0.6025,0.2073
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.6909,0.6661,0.726,0.6061,0.2092,0.6788,0.7382,0.6001,0.2065
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.6911,0.6598,0.7262,0.6061,0.2094,0.6778,0.7384,0.5996,0.2063
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6853,0.6771,0.7331,0.6061,0.2092,0.6752,0.7406,0.5965,0.2055
all_games,regular_core_diff_only,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",15,0.724,0.6646,0.7292,0.6062,0.2093,0.6791,0.7372,0.602,0.2069
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6843,0.674,0.7322,0.6062,0.2093,0.6779,0.74,0.5971,0.2058
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6846,0.6743,0.7322,0.6062,0.2093,0.6785,0.7401,0.5969,0.2057
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6846,0.6726,0.7308,0.6062,0.2093,0.6773,0.7393,0.5982,0.206
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6952,0.6663,0.7307,0.6062,0.2093,0.6802,0.7365,0.6025,0.2073
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6951,0.666,0.7307,0.6063,0.2094,0.68,0.7365,0.6025,0.2073
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6951,0.666,0.7306,0.6063,0.2094,0.68,0.7365,0.6025,0.2073
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6948,0.6666,0.7306,0.6063,0.2094,0.6798,0.7365,0.6025,0.2073
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6951,0.666,0.7306,0.6063,0.2094,0.68,0.7365,0.6025,0.2073
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6936,0.6652,0.7296,0.6063,0.2095,0.6758,0.7353,0.6029,0.2076
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6953,0.6671,0.7306,0.6063,0.2094,0.6808,0.7364,0.6025,0.2073
regular_season_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.691,0.6589,0.7266,0.6064,0.2095,0.6815,0.739,0.5993,0.2062
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6832,0.6718,0.731,0.6064,0.2095,0.6789,0.7394,0.5986,0.2062
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6944,0.6616,0.728,0.6064,0.2096,0.6821,0.7375,0.5998,0.2065
all_games,regular_plus_playoff_context,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",70,0.7188,0.6646,0.7259,0.6064,0.2096,0.6793,0.7384,0.5986,0.2058
all_games,percentile_core,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",51,0.72,0.6693,0.7286,0.6064,0.2095,0.6785,0.7334,0.604,0.2081
all_games,era_adjusted_core,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",66,0.7313,0.6641,0.7291,0.6064,0.2094,0.6772,0.7372,0.6015,0.2069
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6844,0.6718,0.7301,0.6065,0.2095,0.6775,0.7388,0.5985,0.2061
all_games,era_adjusted_core,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",66,0.7208,0.6663,0.729,0.6065,0.2095,0.6779,0.7368,0.6015,0.207
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6828,0.6737,0.7298,0.6065,0.2095,0.676,0.7385,0.598,0.206
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6843,0.6724,0.7305,0.6065,0.2095,0.6781,0.7392,0.5984,0.2061
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.685,0.6724,0.732,0.6066,0.2095,0.6773,0.7399,0.597,0.2057
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6844,0.6724,0.7306,0.6066,0.2095,0.6773,0.7393,0.5985,0.2061
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6946,0.6633,0.7278,0.6066,0.2097,0.6793,0.7374,0.6001,0.2066
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6844,0.6721,0.7306,0.6067,0.2096,0.6773,0.7392,0.5986,0.2061
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6841,0.6718,0.7305,0.6067,0.2096,0.6762,0.7392,0.5986,0.2061
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6841,0.6713,0.7305,0.6067,0.2096,0.6773,0.7392,0.5985,0.2061
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6846,0.6715,0.7332,0.6067,0.2095,0.6745,0.7409,0.5969,0.2057
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6841,0.6718,0.7305,0.6067,0.2096,0.6762,0.7392,0.5986,0.2061
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.685,0.6699,0.7341,0.6068,0.2095,0.678,0.7448,0.5948,0.2046
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6937,0.663,0.7275,0.6068,0.2097,0.6787,0.7364,0.6014,0.207
all_games,regular_core_home_away_diff,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",49,0.717,0.6666,0.7256,0.6069,0.2099,0.6821,0.7365,0.5989,0.2061
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6856,0.669,0.7336,0.6069,0.2096,0.6803,0.7449,0.5945,0.2046
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6847,0.6699,0.7323,0.6072,0.2098,0.675,0.7404,0.5973,0.2059
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6812,0.6713,0.7306,0.6073,0.2097,0.6775,0.7363,0.6009,0.2072
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.681,0.6721,0.7307,0.6074,0.2097,0.676,0.7361,0.6011,0.2073
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6815,0.6704,0.7307,0.6074,0.2097,0.6768,0.7365,0.6009,0.2072
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6812,0.6699,0.7306,0.6075,0.2097,0.6772,0.7365,0.6009,0.2072
all_games,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",51,0.6812,0.6702,0.7306,0.6075,0.2097,0.6768,0.7365,0.6009,0.2072
all_games,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6814,0.6702,0.7306,0.6075,0.2097,0.6766,0.7365,0.6009,0.2072
