dataset_filter,feature_set,model_type,hyperparameters,feature_count,train_accuracy,validation_accuracy,validation_roc_auc,validation_log_loss,validation_brier_score,test_accuracy,test_roc_auc,test_log_loss,test_brier_score
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.6974,0.6696,0.7318,0.6014,0.2075,0.6812,0.7407,0.5954,0.2048
regular_season_only,era_adjusted_core,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",66,0.737,0.6682,0.7342,0.6014,0.2072,0.6825,0.7445,0.596,0.2044
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.699,0.6702,0.7347,0.6014,0.2073,0.6834,0.7462,0.5951,0.204
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6989,0.6702,0.7347,0.6014,0.2073,0.6834,0.7462,0.5951,0.204
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",196,0.6975,0.6798,0.7307,0.6014,0.2074,0.6687,0.7346,0.6062,0.2093
regular_season_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.696,0.6652,0.7337,0.6015,0.2074,0.6807,0.7451,0.5945,0.2041
regular_season_only,regular_core_diff_only,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",15,0.7183,0.6652,0.7335,0.6015,0.2074,0.6811,0.7443,0.5962,0.2047
regular_season_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6866,0.6812,0.7359,0.6016,0.2074,0.6881,0.7475,0.5908,0.2029
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",196,0.6962,0.6729,0.7307,0.6016,0.2074,0.68,0.7392,0.5943,0.2043
all_games,regular_plus_playoff_context,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",70,0.7297,0.6699,0.7323,0.6016,0.2075,0.685,0.7399,0.598,0.2055
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.6969,0.6693,0.7324,0.6017,0.2076,0.6806,0.7404,0.5967,0.2053
all_games,regular_core_home_away_diff,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",49,0.7305,0.6646,0.7309,0.6018,0.2076,0.6823,0.736,0.6006,0.2066
regular_season_only,percentile_core,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",51,0.724,0.6676,0.7331,0.6018,0.2075,0.6786,0.7409,0.5983,0.2056
regular_season_only,era_adjusted_core,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",66,0.7197,0.6687,0.7333,0.6018,0.2076,0.6766,0.745,0.5946,0.2041
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6983,0.6682,0.7332,0.6019,0.2076,0.6798,0.7406,0.5971,0.2054
regular_season_only,regular_core_diff_only,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",15,0.7294,0.6661,0.7335,0.6019,0.2075,0.6813,0.7437,0.5972,0.2048
regular_season_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6862,0.6774,0.736,0.602,0.2075,0.6842,0.7467,0.5917,0.2033
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6885,0.6788,0.7351,0.602,0.2076,0.6858,0.7474,0.5911,0.2031
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6883,0.6768,0.735,0.602,0.2076,0.6842,0.7474,0.5911,0.203
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6883,0.6791,0.7351,0.602,0.2076,0.6858,0.7474,0.5912,0.2031
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6885,0.6788,0.7351,0.602,0.2076,0.6858,0.7474,0.5911,0.2031
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6884,0.6776,0.735,0.602,0.2076,0.6842,0.7474,0.5911,0.203
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6883,0.6776,0.7349,0.602,0.2076,0.684,0.7474,0.5911,0.2031
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6884,0.6774,0.735,0.602,0.2076,0.6846,0.7474,0.5911,0.203
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6883,0.6768,0.735,0.602,0.2076,0.6842,0.7474,0.5911,0.203
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6884,0.6791,0.7351,0.602,0.2076,0.6858,0.7474,0.5912,0.2031
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6884,0.6788,0.7351,0.602,0.2077,0.6844,0.7475,0.5911,0.2031
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6885,0.6776,0.735,0.602,0.2076,0.6848,0.7474,0.5911,0.203
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6883,0.6774,0.735,0.602,0.2077,0.6848,0.7474,0.5911,0.2031
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6882,0.6794,0.7351,0.6021,0.2076,0.6856,0.7474,0.5912,0.2031
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6887,0.6779,0.735,0.6021,0.2076,0.6854,0.7474,0.5912,0.2031
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6982,0.668,0.733,0.6021,0.2077,0.6779,0.7407,0.5971,0.2054
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6957,0.6699,0.7343,0.6022,0.2076,0.6834,0.7423,0.5978,0.2053
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.737,0.688,0.7658,0.6023,0.2054,0.7075,0.7652,0.5685,0.1929
regular_season_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6867,0.6768,0.7357,0.6023,0.2078,0.6852,0.7476,0.5915,0.2032
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.6979,0.6674,0.7323,0.6024,0.2079,0.6787,0.7401,0.5974,0.2056
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6955,0.669,0.734,0.6024,0.2077,0.6842,0.7425,0.5976,0.2053
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.6974,0.668,0.732,0.6024,0.2079,0.6808,0.7399,0.5975,0.2056
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.698,0.6699,0.7329,0.6024,0.2078,0.6777,0.7406,0.5973,0.2055
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.698,0.6691,0.7329,0.6024,0.2078,0.6777,0.7406,0.5976,0.2056
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6868,0.675,0.7343,0.6025,0.2079,0.6844,0.7468,0.5917,0.2033
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6962,0.6711,0.7341,0.6025,0.2077,0.684,0.7425,0.5977,0.2053
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.6982,0.6682,0.7323,0.6025,0.2079,0.6772,0.7401,0.5975,0.2056
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6962,0.6711,0.7341,0.6025,0.2077,0.684,0.7425,0.5977,0.2053
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6959,0.6711,0.7341,0.6025,0.2077,0.684,0.7425,0.5977,0.2053
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6955,0.6619,0.7316,0.6025,0.2079,0.6854,0.7442,0.5949,0.2043
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6962,0.6693,0.7341,0.6025,0.2077,0.6846,0.7425,0.5977,0.2053
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.687,0.6771,0.7342,0.6025,0.2079,0.6856,0.7468,0.5917,0.2033
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6962,0.6711,0.7341,0.6025,0.2077,0.684,0.7425,0.5977,0.2053
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.696,0.6705,0.7341,0.6025,0.2077,0.6844,0.7425,0.5977,0.2053
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6941,0.6747,0.7328,0.6025,0.2076,0.6823,0.7383,0.6,0.2063
all_games,regular_all_home_away_diff,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",196,0.7343,0.6619,0.7301,0.6026,0.208,0.6785,0.7371,0.5983,0.2058
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.6958,0.6721,0.731,0.6026,0.2077,0.681,0.7394,0.5981,0.2056
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6963,0.6693,0.7315,0.6027,0.2079,0.6829,0.7393,0.5979,0.2056
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6982,0.6696,0.7327,0.6027,0.2079,0.6775,0.7405,0.5978,0.2057
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.698,0.6674,0.7322,0.6027,0.208,0.6787,0.7401,0.5979,0.2057
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.6867,0.6759,0.735,0.6027,0.208,0.6829,0.7476,0.5917,0.2033
regular_season_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.6866,0.6759,0.735,0.6027,0.208,0.6829,0.7476,0.5917,0.2033
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6979,0.6696,0.7328,0.6027,0.2079,0.6775,0.7405,0.5977,0.2057
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6982,0.6696,0.7327,0.6027,0.2079,0.6775,0.7405,0.5978,0.2057
regular_season_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6961,0.6655,0.7315,0.6028,0.208,0.6836,0.7441,0.5951,0.2044
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.698,0.6685,0.7322,0.6028,0.208,0.677,0.7401,0.5979,0.2058
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.698,0.6685,0.7322,0.6028,0.208,0.677,0.7401,0.598,0.2058
regular_season_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6947,0.6687,0.7327,0.6028,0.208,0.679,0.7418,0.5979,0.2055
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.698,0.6685,0.7322,0.6028,0.208,0.677,0.7401,0.598,0.2058
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6973,0.6646,0.7318,0.6029,0.2082,0.6795,0.7409,0.5966,0.2052
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.688,0.6794,0.7361,0.6029,0.2079,0.6834,0.7462,0.5921,0.2035
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6879,0.6803,0.7362,0.603,0.2079,0.6825,0.7463,0.5921,0.2035
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6878,0.6797,0.7362,0.603,0.2079,0.6823,0.7462,0.5922,0.2036
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6881,0.6788,0.7362,0.603,0.2079,0.6825,0.7462,0.5922,0.2036
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6877,0.6779,0.7365,0.603,0.2079,0.6856,0.7465,0.5919,0.2034
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6877,0.6779,0.7365,0.603,0.2079,0.6856,0.7465,0.5919,0.2034
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6947,0.6643,0.7312,0.6031,0.2081,0.6831,0.7432,0.5963,0.2048
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6876,0.6782,0.7365,0.6031,0.2079,0.6856,0.7466,0.5919,0.2034
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6878,0.6788,0.7366,0.6031,0.208,0.6862,0.7466,0.5918,0.2034
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6971,0.6652,0.7311,0.6032,0.2083,0.6796,0.7408,0.5967,0.2053
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.697,0.6652,0.7311,0.6032,0.2083,0.6796,0.7408,0.5967,0.2053
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6876,0.6794,0.7362,0.6032,0.208,0.6817,0.7462,0.5923,0.2036
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6875,0.6797,0.7363,0.6033,0.208,0.6827,0.7463,0.5924,0.2037
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6877,0.6791,0.7365,0.6033,0.208,0.685,0.7465,0.5922,0.2036
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6873,0.6782,0.7366,0.6034,0.2081,0.6848,0.7466,0.5922,0.2036
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6881,0.6738,0.7348,0.6034,0.2081,0.684,0.746,0.5933,0.2038
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.6961,0.6674,0.7296,0.6035,0.2083,0.6798,0.7381,0.5983,0.2059
all_games,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.6964,0.6669,0.731,0.6036,0.2083,0.6777,0.7394,0.5988,0.206
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6865,0.6747,0.735,0.6037,0.2083,0.6836,0.7462,0.5938,0.204
regular_season_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6879,0.6747,0.7363,0.6038,0.2083,0.6817,0.7464,0.5924,0.2037
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.6963,0.6721,0.7311,0.6038,0.2082,0.6827,0.7407,0.5965,0.2051
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6963,0.6721,0.7311,0.6038,0.2082,0.6827,0.7408,0.5965,0.2051
all_games,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.6963,0.6721,0.7311,0.6038,0.2082,0.6827,0.7408,0.5965,0.2051
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6873,0.6717,0.7347,0.6038,0.2083,0.6838,0.7461,0.5935,0.2039
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6963,0.6721,0.7311,0.6038,0.2082,0.6827,0.7408,0.5965,0.2051
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",196,0.6963,0.6721,0.7311,0.6038,0.2082,0.6827,0.7408,0.5965,0.2051
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.001, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6963,0.6721,0.7311,0.6038,0.2082,0.6827,0.7408,0.5965,0.2051
regular_season_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6852,0.6747,0.7337,0.6038,0.2083,0.6792,0.7452,0.5931,0.2039
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6973,0.6646,0.7319,0.6039,0.2085,0.6798,0.7408,0.5975,0.2056
regular_season_only,era_adjusted_diff_only,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",17,0.7319,0.667,0.7318,0.6039,0.2082,0.6788,0.7435,0.5974,0.205
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6979,0.6649,0.7322,0.6039,0.2085,0.6789,0.7402,0.5982,0.2059
regular_season_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6871,0.6762,0.7363,0.6039,0.2083,0.6844,0.7466,0.5922,0.2036
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6976,0.6644,0.7321,0.6039,0.2085,0.6787,0.74,0.5984,0.206
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6866,0.6738,0.734,0.6039,0.2083,0.6838,0.7456,0.5935,0.2039
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6875,0.6702,0.7346,0.604,0.2084,0.6831,0.7461,0.5938,0.2039
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.6968,0.6646,0.731,0.604,0.2086,0.681,0.7407,0.5978,0.2056
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6873,0.6702,0.7347,0.604,0.2084,0.6844,0.7461,0.5937,0.2039
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6979,0.6657,0.7321,0.604,0.2085,0.68,0.7399,0.5988,0.206
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6836,0.676,0.7321,0.604,0.2085,0.6795,0.74,0.5961,0.2053
all_games,regular_all_home_away_diff,HistGradientBoosting,"{'max_iter': 300, 'learning_rate': 0.05}",196,0.7217,0.6646,0.7294,0.604,0.2086,0.6747,0.7349,0.6018,0.2073
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6978,0.6652,0.732,0.604,0.2085,0.68,0.7399,0.5988,0.206
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6977,0.6646,0.732,0.604,0.2086,0.68,0.7399,0.5988,0.206
all_games,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6971,0.6666,0.7321,0.604,0.2085,0.6785,0.7401,0.5986,0.2059
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6875,0.669,0.7346,0.604,0.2084,0.6836,0.7461,0.5938,0.2039
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6968,0.666,0.731,0.604,0.2086,0.6814,0.7407,0.5978,0.2056
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6876,0.6705,0.7346,0.6041,0.2084,0.6829,0.7461,0.5938,0.204
regular_season_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",17,0.6875,0.6699,0.7346,0.6041,0.2084,0.6834,0.7461,0.5938,0.204
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6966,0.6644,0.731,0.6042,0.2087,0.6802,0.7407,0.5979,0.2057
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6967,0.6644,0.7311,0.6042,0.2087,0.6802,0.7407,0.5979,0.2057
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.6967,0.6646,0.7311,0.6042,0.2087,0.6804,0.7407,0.5979,0.2057
all_games,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6964,0.6646,0.731,0.6042,0.2087,0.6804,0.7407,0.5979,0.2057
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6964,0.666,0.731,0.6042,0.2087,0.6804,0.7406,0.5979,0.2057
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6965,0.6657,0.731,0.6042,0.2087,0.6806,0.7406,0.5979,0.2057
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6965,0.6649,0.731,0.6042,0.2087,0.6798,0.7406,0.5979,0.2057
all_games,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6965,0.6649,0.731,0.6042,0.2087,0.6798,0.7406,0.5979,0.2057
