dataset_filter,feature_set,model_type,hyperparameters,feature_count,train_accuracy,validation_accuracy,validation_roc_auc,validation_log_loss,validation_brier_score,test_accuracy,test_roc_auc,test_log_loss,test_brier_score
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",51,0.6403,0.616,0.6596,0.6525,0.2303,0.6119,0.6226,0.6696,0.2382
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6676,0.626,0.6633,0.6526,0.229,0.6455,0.6936,0.6349,0.2215
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6675,0.626,0.6634,0.6526,0.229,0.6447,0.6937,0.6349,0.2215
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6571,0.6227,0.6826,0.6528,0.2296,0.577,0.6171,0.7878,0.2705
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6553,0.623,0.6822,0.6532,0.2297,0.572,0.6147,0.7976,0.2725
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",9,0.6244,0.632,0.6772,0.6532,0.2304,0.5851,0.6255,0.6652,0.2364
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",15,0.6291,0.636,0.6709,0.6534,0.2306,0.5881,0.6227,0.6667,0.2371
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.6571,0.6227,0.6821,0.654,0.2299,0.575,0.6143,0.798,0.2728
playoffs_only,regular_all_home_away_diff,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",196,0.7789,0.644,0.6788,0.654,0.2303,0.6269,0.6119,0.6639,0.2351
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6495,0.6191,0.6817,0.654,0.2299,0.5711,0.6134,0.8002,0.2738
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",196,0.656,0.6227,0.6818,0.6543,0.23,0.5715,0.6129,0.8067,0.2747
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6315,0.604,0.6576,0.6544,0.2309,0.6209,0.6213,0.6686,0.2368
playoffs_only,regular_plus_playoff_context,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",70,0.8479,0.648,0.6848,0.6544,0.2306,0.609,0.6195,0.6612,0.234
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6511,0.6192,0.6821,0.6545,0.23,0.5733,0.6125,0.8068,0.2748
all_games,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6562,0.6219,0.6817,0.6549,0.2301,0.5709,0.6093,0.8298,0.2787
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",17,0.6191,0.616,0.6736,0.655,0.2314,0.5791,0.6266,0.6652,0.2365
regular_season_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6572,0.6242,0.6817,0.6551,0.23,0.5775,0.613,0.8058,0.2735
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6515,0.6224,0.6659,0.6554,0.2306,0.6453,0.6948,0.6329,0.2207
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.615,0.624,0.6737,0.6555,0.2316,0.5851,0.6286,0.6656,0.2366
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",9,0.615,0.624,0.6737,0.6555,0.2316,0.5851,0.6284,0.6656,0.2366
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.615,0.624,0.6737,0.6555,0.2316,0.5851,0.6284,0.6656,0.2366
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.615,0.624,0.6737,0.6555,0.2316,0.5821,0.6286,0.6656,0.2366
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",15,0.615,0.624,0.6737,0.6555,0.2316,0.5851,0.6284,0.6656,0.2366
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6509,0.6222,0.6649,0.6559,0.2308,0.6465,0.6943,0.6333,0.2209
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6374,0.608,0.6543,0.6559,0.2313,0.591,0.6149,0.6753,0.2408
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",49,0.6397,0.604,0.6543,0.6566,0.2317,0.5881,0.6141,0.6779,0.242
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6692,0.616,0.6739,0.6568,0.2321,0.6149,0.6287,0.6579,0.2328
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.652,0.6194,0.6639,0.6569,0.2312,0.6457,0.6935,0.6344,0.2213
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6397,0.632,0.6549,0.6569,0.2315,0.6239,0.6226,0.6623,0.2349
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6415,0.604,0.6548,0.6572,0.232,0.5791,0.6143,0.6786,0.2424
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",66,0.6433,0.6,0.662,0.6574,0.2312,0.591,0.6081,0.6908,0.2447
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6519,0.62,0.6634,0.6575,0.2314,0.6451,0.6933,0.6345,0.2214
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",49,0.6403,0.604,0.6548,0.6575,0.2321,0.5791,0.6152,0.6793,0.2427
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6409,0.632,0.6551,0.6576,0.232,0.6239,0.619,0.6627,0.2345
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6439,0.6,0.6627,0.6577,0.2312,0.597,0.6089,0.6902,0.2446
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.645,0.612,0.6602,0.6581,0.2314,0.594,0.6011,0.6989,0.2471
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6518,0.6197,0.6631,0.6581,0.2316,0.6449,0.6932,0.6346,0.2214
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'balanced'}",70,0.6519,0.62,0.6631,0.6581,0.2316,0.6451,0.6934,0.6345,0.2213
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",66,0.6427,0.604,0.66,0.6581,0.2317,0.603,0.6038,0.6781,0.2413
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6518,0.6197,0.663,0.6584,0.2317,0.6457,0.6934,0.6343,0.2213
all_games,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'balanced'}",70,0.6518,0.6189,0.6628,0.6585,0.2317,0.6453,0.6933,0.6346,0.2214
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",196,0.6733,0.608,0.6774,0.6586,0.233,0.6388,0.6322,0.6544,0.2312
playoffs_only,regular_core_home_away_diff,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",49,0.7801,0.62,0.665,0.6588,0.2326,0.603,0.5977,0.6647,0.2359
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'balanced'}",7,0.5914,0.624,0.6625,0.6595,0.2335,0.5851,0.6146,0.6828,0.2433
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6527,0.576,0.6489,0.6595,0.2336,0.5731,0.6258,0.6694,0.2386
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'balanced'}",7,0.6144,0.64,0.674,0.6597,0.2335,0.5851,0.6108,0.6782,0.2419
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.6675,0.592,0.6735,0.6619,0.2347,0.6209,0.6266,0.6559,0.2319
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6745,0.592,0.6733,0.662,0.2347,0.6209,0.6284,0.6559,0.2319
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6745,0.592,0.6736,0.662,0.2347,0.6209,0.6284,0.6559,0.2319
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.6745,0.592,0.6736,0.662,0.2347,0.6209,0.6284,0.6559,0.2319
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6745,0.592,0.6733,0.662,0.2347,0.6209,0.6284,0.6559,0.2319
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.6745,0.592,0.6733,0.662,0.2347,0.6209,0.6284,0.6559,0.2319
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6822,0.628,0.6669,0.6656,0.2352,0.6358,0.6193,0.6696,0.2365
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.01, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.6704,0.604,0.6625,0.6658,0.2365,0.6239,0.6146,0.6696,0.237
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6751,0.624,0.6741,0.6674,0.2355,0.6388,0.6265,0.6676,0.236
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6881,0.588,0.6667,0.6677,0.2362,0.6119,0.6146,0.6786,0.2399
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.6792,0.62,0.6762,0.6679,0.2358,0.6299,0.6179,0.6709,0.2371
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.6769,0.62,0.6753,0.668,0.2355,0.6239,0.6209,0.6681,0.236
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6887,0.588,0.6669,0.6685,0.2365,0.606,0.6144,0.679,0.24
playoffs_only,percentile_core,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",51,0.7771,0.664,0.6702,0.6686,0.2359,0.5821,0.603,0.6785,0.2402
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",196,0.6834,0.604,0.6566,0.6686,0.2357,0.6179,0.6226,0.6628,0.2345
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6869,0.588,0.6673,0.6687,0.2365,0.606,0.6145,0.6791,0.2399
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6745,0.644,0.6661,0.6687,0.2353,0.6119,0.6125,0.6733,0.2391
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",49,0.681,0.628,0.6663,0.6695,0.2366,0.6299,0.6173,0.6719,0.2376
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.6769,0.632,0.6659,0.6701,0.2368,0.6239,0.6096,0.7116,0.2474
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",70,0.6857,0.588,0.6686,0.6706,0.2371,0.6299,0.617,0.6787,0.2393
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.684,0.572,0.6657,0.6712,0.2374,0.6149,0.614,0.6798,0.24
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6775,0.616,0.6724,0.672,0.2375,0.6328,0.6222,0.6712,0.2372
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.684,0.612,0.6718,0.6721,0.238,0.6239,0.618,0.6791,0.2394
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6881,0.584,0.6671,0.6728,0.2381,0.6239,0.6167,0.6792,0.2395
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6798,0.624,0.6711,0.673,0.2371,0.6358,0.6221,0.6732,0.2378
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6781,0.608,0.6707,0.6735,0.2382,0.6299,0.6172,0.6765,0.239
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6769,0.624,0.6696,0.6736,0.2374,0.6388,0.6206,0.6739,0.238
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6704,0.624,0.6674,0.6738,0.2386,0.6119,0.6089,0.7102,0.2473
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6562,0.6,0.6668,0.6739,0.2396,0.606,0.6251,0.669,0.2375
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6816,0.624,0.6681,0.6742,0.2375,0.6358,0.6209,0.6746,0.2382
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",9,0.6804,0.624,0.6687,0.6742,0.2374,0.6358,0.6209,0.6746,0.2382
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6816,0.624,0.6683,0.6743,0.2375,0.6358,0.6212,0.6747,0.2383
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6816,0.624,0.6683,0.6743,0.2375,0.6358,0.6211,0.6748,0.2383
playoffs_only,regular_plus_playoff_context,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",70,0.6651,0.596,0.6751,0.6744,0.2401,0.6358,0.628,0.6685,0.2363
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.661,0.612,0.6654,0.6746,0.2396,0.6209,0.6205,0.6775,0.2393
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6728,0.62,0.6693,0.6746,0.2384,0.6328,0.6147,0.684,0.2408
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l1', 'C': 0.1, 'solver': 'liblinear', 'class_weight': 'None'}",66,0.6816,0.612,0.6594,0.6746,0.2386,0.6299,0.6176,0.6721,0.2376
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.6757,0.632,0.6635,0.6748,0.2381,0.6209,0.6089,0.7084,0.247
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6745,0.632,0.6639,0.6749,0.2382,0.6209,0.6094,0.716,0.2485
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6763,0.632,0.6631,0.6753,0.2384,0.6119,0.6085,0.6929,0.2436
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",7,0.6757,0.632,0.6615,0.6755,0.2385,0.6179,0.6103,0.6851,0.2417
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6751,0.632,0.6615,0.6755,0.2385,0.6179,0.6103,0.6844,0.2416
playoffs_only,minimal_era_adjusted_diff,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",7,0.6751,0.632,0.6611,0.6756,0.2385,0.609,0.6102,0.6834,0.2413
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.684,0.604,0.6677,0.6758,0.2384,0.6299,0.6166,0.6802,0.2402
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",196,0.6698,0.636,0.662,0.6759,0.2393,0.6299,0.6224,0.6782,0.2394
playoffs_only,era_adjusted_core,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",66,0.7783,0.632,0.6609,0.6764,0.2388,0.6179,0.5992,0.684,0.242
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6822,0.604,0.6676,0.6766,0.2387,0.6299,0.6177,0.6807,0.2403
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6751,0.64,0.6556,0.6776,0.2389,0.603,0.6186,0.6763,0.2398
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6769,0.6,0.6692,0.6778,0.2384,0.6299,0.6146,0.6785,0.2394
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.6828,0.6,0.6701,0.6783,0.2382,0.6239,0.6164,0.6769,0.239
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.6574,0.568,0.6716,0.6786,0.242,0.609,0.62,0.6721,0.2384
playoffs_only,regular_core_diff_only,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",15,0.7742,0.624,0.6481,0.6789,0.2409,0.6209,0.6001,0.6854,0.2426
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6568,0.568,0.6717,0.6791,0.2427,0.6179,0.617,0.6734,0.239
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.6822,0.6,0.6723,0.6794,0.2383,0.609,0.6148,0.672,0.2379
playoffs_only,minimal_strong_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",9,0.6533,0.56,0.679,0.6797,0.2432,0.603,0.6257,0.6677,0.2372
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",17,0.681,0.6,0.6726,0.6797,0.2383,0.6149,0.6093,0.6717,0.238
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.681,0.6,0.673,0.68,0.2384,0.6179,0.6072,0.6722,0.2383
playoffs_only,era_adjusted_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",17,0.681,0.6,0.6723,0.68,0.2384,0.6149,0.6131,0.6715,0.2378
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 0.001, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6568,0.56,0.671,0.68,0.2432,0.6179,0.6225,0.6693,0.2377
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.681,0.608,0.6595,0.6802,0.24,0.6239,0.6135,0.6835,0.2414
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",196,0.6875,0.608,0.6461,0.6804,0.2403,0.6418,0.6232,0.6739,0.2381
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",15,0.6798,0.608,0.6596,0.6804,0.24,0.6269,0.6142,0.6838,0.2415
playoffs_only,era_adjusted_diff_only,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",17,0.7718,0.588,0.6452,0.6808,0.2416,0.6149,0.6073,0.6801,0.2406
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6798,0.608,0.6578,0.6811,0.2403,0.6269,0.6125,0.6842,0.2417
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6798,0.604,0.6556,0.6812,0.2398,0.6239,0.6208,0.679,0.2405
playoffs_only,regular_core_diff_only,LogisticRegression,"{'penalty': 'l2', 'C': 100, 'solver': 'lbfgs', 'class_weight': 'None'}",15,0.6798,0.608,0.6579,0.6812,0.2404,0.6269,0.6125,0.6842,0.2417
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 1, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6804,0.604,0.656,0.6813,0.2397,0.6328,0.6201,0.678,0.2401
playoffs_only,regular_core_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",49,0.684,0.604,0.6666,0.6813,0.2411,0.6328,0.6165,0.6812,0.2406
playoffs_only,era_adjusted_core,LogisticRegression,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs', 'class_weight': 'None'}",66,0.6828,0.6,0.6556,0.6813,0.2408,0.6269,0.6205,0.687,0.2412
playoffs_only,minimal_era_adjusted_diff,RandomForest,"{'n_estimators': 300, 'max_depth': 8}",7,0.7653,0.604,0.6515,0.6817,0.2414,0.6119,0.5762,0.7014,0.2489
playoffs_only,regular_all_home_away_diff,LogisticRegression,"{'penalty': 'l2', 'C': 0.1, 'solver': 'lbfgs', 'class_weight': 'balanced'}",196,0.6704,0.588,0.6293,0.6826,0.244,0.5224,0.5981,0.7894,0.2857
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 1, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.6804,0.604,0.6559,0.683,0.2404,0.6299,0.6209,0.6802,0.2408
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l1', 'C': 10, 'solver': 'liblinear', 'class_weight': 'None'}",51,0.6804,0.604,0.6567,0.6831,0.2405,0.6299,0.6206,0.6795,0.2405
playoffs_only,percentile_core,LogisticRegression,"{'penalty': 'l2', 'C': 10, 'solver': 'lbfgs', 'class_weight': 'None'}",51,0.681,0.604,0.6563,0.6833,0.2405,0.6299,0.6204,0.6804,0.2408
